transaction_id,customer_id,transaction_date,total_amount,discount_amount,tax_amount,payment_method,status,channel,created_at
1883,1281,2024-09-25T21:12:59.654412,143.19,15.37,14.32,debit_card,completed,mobile,2026-07-06T09:25:46.247459
1884,571,2025-06-29T10:31:41.939880,9.15,0.16,0.92,bank_transfer,cancelled,mobile,2026-07-06T09:25:46.247494
1885,1762,2026-01-23T23:45:58.704785,197.04,36.43,19.7,credit_card,completed,in_store,2026-07-06T09:25:46.247528
1886,1436,2026-01-25T10:44:37.754513,129.15,18.35,12.92,credit_card,completed,online,2026-07-06T09:25:46.247572
1887,104,2024-09-15T13:38:25.576163,20.47,2.6,2.05,paypal,refunded,mobile,2026-07-06T09:25:46.247607
1888,1469,2026-04-10T06:02:55.357333,37.08,0.97,3.71,bank_transfer,completed,mobile,2026-07-06T09:25:46.247641
1889,764,2025-09-07T01:38:30.539463,178.34,3.68,17.83,debit_card,completed,mobile,2026-07-06T09:25:46.247674
1890,1816,2025-06-18T11:35:53.868623,104.98,8.77,10.5,credit_card,completed,phone,2026-07-06T09:25:46.247708
1891,1690,2026-02-12T13:53:28.294705,32.92,4.49,3.29,credit_card,completed,mobile,2026-07-06T09:25:46.247807
1892,942,2024-07-31T00:47:15.390946,409.78,36.06,40.98,paypal,completed,online,2026-07-06T09:25:46.247860
1893,1573,2025-02-03T10:01:27.364006,141.67,6.35,14.17,credit_card,completed,mobile,2026-07-06T09:25:46.247898
1894,1399,2024-10-17T01:54:21.099105,701.15,12.57,70.11,credit_card,completed,phone,2026-07-06T09:25:46.247935
1895,1936,2026-04-02T16:49:00.709756,300.58,2.46,30.06,debit_card,completed,mobile,2026-07-06T09:25:46.247970
1896,540,2026-06-30T06:39:47.493232,19.06,2.99,1.91,debit_card,completed,in_store,2026-07-06T09:25:46.248004
1897,333,2025-09-10T18:36:48.914906,10.38,0.8,1.04,debit_card,completed,mobile,2026-07-06T09:25:46.248037
1898,29,2024-07-16T18:25:18.687964,419.25,35.2,41.93,credit_card,completed,in_store,2026-07-06T09:25:46.248072
1899,1986,2026-01-27T23:00:14.732813,520.29,43.46,52.03,bank_transfer,completed,online,2026-07-06T09:25:46.248106
1900,1905,2025-10-10T13:46:58.122511,72.47,10.15,7.25,debit_card,completed,phone,2026-07-06T09:25:46.248139
1901,1191,2025-07-14T08:12:19.559682,67.42,0.82,6.74,paypal,completed,in_store,2026-07-06T09:25:46.248172
1902,1977,2024-11-02T18:10:28.532825,53.61,0.39,5.36,bank_transfer,completed,mobile,2026-07-06T09:25:46.248299
1903,387,2025-01-22T18:57:45.261448,173.21,20.95,17.32,debit_card,completed,in_store,2026-07-06T09:25:46.248353
1904,772,2024-09-15T03:11:03.542885,1.29,0.17,0.13,debit_card,completed,mobile,2026-07-06T09:25:46.248390
1905,889,2024-08-06T20:15:15.659359,281.12,21.67,28.11,credit_card,completed,mobile,2026-07-06T09:25:46.248441
1906,1363,2024-10-04T18:52:47.277017,44.3,6.96,4.43,debit_card,refunded,in_store,2026-07-06T09:25:46.248485
1907,657,2026-02-10T19:42:35.341771,424.12,47.06,42.41,paypal,completed,online,2026-07-06T09:25:46.248579
1908,1304,2025-10-26T06:22:38.909672,170.53,29.0,17.05,credit_card,completed,phone,2026-07-06T09:25:46.248635
1909,1408,2026-05-28T04:22:29.132383,446.81,53.09,44.68,credit_card,completed,phone,2026-07-06T09:25:46.248673
1910,638,2024-12-15T22:03:23.825213,23.94,1.15,2.39,credit_card,completed,phone,2026-07-06T09:25:46.248709
1911,694,2025-10-06T18:58:50.509436,45.91,1.85,4.59,debit_card,completed,in_store,2026-07-06T09:25:46.248744
1912,383,2024-09-13T19:17:24.519608,441.29,85.97,44.13,paypal,completed,in_store,2026-07-06T09:25:46.248832
1913,534,2025-07-02T01:55:10.225918,113.77,5.12,11.38,debit_card,refunded,online,2026-07-06T09:25:46.248884
1914,162,2025-11-11T16:35:51.301296,248.26,11.96,24.83,paypal,completed,phone,2026-07-06T09:25:46.248922
1915,1473,2024-12-06T00:44:15.935292,78.05,5.84,7.8,paypal,completed,phone,2026-07-06T09:25:46.248958
1916,1413,2024-07-31T10:02:30.117035,226.01,17.65,22.6,paypal,completed,phone,2026-07-06T09:25:46.248993
1917,1476,2026-06-26T20:51:18.019629,76.97,10.96,7.7,paypal,completed,in_store,2026-07-06T09:25:46.249102
1918,492,2026-04-29T19:25:53.052172,440.59,31.77,44.06,bank_transfer,completed,phone,2026-07-06T09:25:46.249143
1919,792,2026-03-11T05:51:17.855055,708.73,38.39,70.87,bank_transfer,cancelled,online,2026-07-06T09:25:46.249179
1920,260,2025-12-27T15:14:17.788112,84.56,15.32,8.46,credit_card,completed,in_store,2026-07-06T09:25:46.249214
1921,1861,2025-06-16T10:11:46.226979,69.29,7.42,6.93,credit_card,completed,in_store,2026-07-06T09:25:46.249249
1922,380,2024-11-07T12:12:06.123601,106.41,17.34,10.64,bank_transfer,completed,in_store,2026-07-06T09:25:46.249282
1923,781,2025-12-04T12:22:00.739778,231.64,17.2,23.16,bank_transfer,completed,phone,2026-07-06T09:25:46.249316
1924,491,2025-10-15T18:37:29.374536,30.08,5.13,3.01,credit_card,completed,in_store,2026-07-06T09:25:46.249350
1925,1470,2025-07-04T16:52:21.708232,22.05,1.62,2.21,credit_card,completed,phone,2026-07-06T09:25:46.249405
1926,108,2024-12-15T18:48:59.905517,19.61,3.19,1.96,paypal,completed,mobile,2026-07-06T09:25:46.249439
1927,1928,2026-05-10T05:18:47.242559,42.72,7.67,4.27,bank_transfer,completed,in_store,2026-07-06T09:25:46.249474
1928,438,2025-07-21T04:02:38.538787,224.92,39.86,22.49,credit_card,completed,phone,2026-07-06T09:25:46.249535
1929,463,2024-12-22T20:28:53.744249,37.27,5.74,3.73,credit_card,cancelled,online,2026-07-06T09:25:46.249573
1930,1497,2025-07-06T18:16:53.521035,4.57,0.59,0.46,credit_card,completed,in_store,2026-07-06T09:25:46.249693
1931,247,2026-01-12T02:53:31.509622,378.4,10.75,37.84,credit_card,completed,phone,2026-07-06T09:25:46.249745
1932,576,2024-08-09T03:43:59.828507,14.54,2.71,1.45,paypal,completed,in_store,2026-07-06T09:25:46.249783
1933,1514,2025-10-07T18:41:45.877032,253.63,33.37,25.36,debit_card,completed,phone,2026-07-06T09:25:46.249872
1934,1333,2025-03-07T09:13:40.412195,45.12,7.62,4.51,bank_transfer,completed,phone,2026-07-06T09:25:46.249967
1935,1782,2024-10-27T20:05:00.973582,32.35,6.24,3.24,credit_card,completed,phone,2026-07-06T09:25:46.250011
1936,1681,2026-06-04T05:39:52.361488,238.91,41.82,23.89,debit_card,completed,phone,2026-07-06T09:25:46.250158
1937,881,2025-11-21T03:02:17.148556,93.21,2.46,9.32,bank_transfer,completed,phone,2026-07-06T09:25:46.250257
1938,229,2025-09-29T02:02:47.393177,31.29,2.93,3.13,paypal,refunded,online,2026-07-06T09:25:46.250368
1939,732,2025-08-13T21:27:46.921125,388.54,48.9,38.85,debit_card,completed,online,2026-07-06T09:25:46.250429
1940,667,2026-07-05T20:58:08.352727,3.73,0.7,0.37,credit_card,completed,mobile,2026-07-06T09:25:46.250471
1941,1494,2025-04-27T01:25:37.639774,99.2,13.54,9.92,debit_card,completed,mobile,2026-07-06T09:25:46.250508
1942,1937,2024-09-03T07:48:13.125521,57.8,7.66,5.78,debit_card,completed,online,2026-07-06T09:25:46.250545
1943,1175,2025-04-13T10:07:25.682372,139.03,6.3,13.9,credit_card,completed,mobile,2026-07-06T09:25:46.250580
1944,1286,2025-05-31T20:36:25.985046,215.99,22.86,21.6,credit_card,completed,mobile,2026-07-06T09:25:46.250614
1945,406,2025-10-11T22:40:06.022017,358.6,14.23,35.86,bank_transfer,completed,in_store,2026-07-06T09:25:46.250670
1946,801,2025-05-06T13:38:30.543895,185.26,19.2,18.53,debit_card,refunded,online,2026-07-06T09:25:46.250706
1947,1488,2024-08-06T17:31:24.898513,137.79,5.14,13.78,bank_transfer,completed,in_store,2026-07-06T09:25:46.250740
1948,1261,2024-10-13T22:02:17.311235,20.51,1.53,2.05,paypal,completed,mobile,2026-07-06T09:25:46.250775
1949,309,2024-09-21T04:12:34.302290,360.43,10.69,36.04,bank_transfer,completed,mobile,2026-07-06T09:25:46.250809
1950,357,2024-10-10T20:40:23.660737,336.11,40.56,33.61,credit_card,completed,phone,2026-07-06T09:25:46.250842
1951,1601,2024-07-13T02:43:46.431407,176.25,29.2,17.62,debit_card,completed,mobile,2026-07-06T09:25:46.250877
1952,179,2026-03-11T08:20:20.461102,20.75,1.76,2.08,paypal,cancelled,phone,2026-07-06T09:25:46.250911
1953,1129,2025-10-28T09:59:59.089906,75.9,13.77,7.59,bank_transfer,completed,mobile,2026-07-06T09:25:46.251023
1954,1966,2025-05-17T23:55:59.262227,73.92,7.36,7.39,credit_card,completed,mobile,2026-07-06T09:25:46.251087
1955,80,2025-12-13T03:40:24.471974,265.59,10.62,26.56,credit_card,completed,online,2026-07-06T09:25:46.251126
1956,1321,2025-10-13T14:20:18.438502,25.44,0.51,2.54,debit_card,completed,mobile,2026-07-06T09:25:46.251180
1957,1010,2025-11-05T17:46:55.393928,183.67,35.4,18.37,bank_transfer,refunded,in_store,2026-07-06T09:25:46.251217
1958,825,2024-12-08T13:36:18.941150,114.58,5.92,11.46,bank_transfer,completed,phone,2026-07-06T09:25:46.251252
1959,430,2024-10-25T05:06:42.222682,210.21,5.51,21.02,debit_card,cancelled,mobile,2026-07-06T09:25:46.251287
1960,1459,2025-08-29T23:13:35.699265,22.91,0.74,2.29,credit_card,completed,in_store,2026-07-06T09:25:46.251328
1961,1148,2024-09-28T20:19:26.038423,43.91,1.35,4.39,debit_card,completed,mobile,2026-07-06T09:25:46.251431
1962,830,2025-11-26T09:50:06.294526,29.52,5.66,2.95,credit_card,completed,in_store,2026-07-06T09:25:46.251491
1963,1844,2026-04-16T01:02:33.691370,35.56,4.67,3.56,bank_transfer,completed,phone,2026-07-06T09:25:46.251530
1964,1752,2025-03-05T22:33:53.150810,299.81,14.67,29.98,credit_card,completed,in_store,2026-07-06T09:25:46.251585
1965,565,2025-10-11T07:07:08.098882,75.83,12.03,7.58,credit_card,completed,online,2026-07-06T09:25:46.251621
1966,1755,2024-09-17T06:15:56.049402,99.7,6.29,9.97,paypal,completed,in_store,2026-07-06T09:25:46.251665
1967,147,2024-12-28T02:20:42.661005,24.11,4.28,2.41,debit_card,completed,mobile,2026-07-06T09:25:46.251703
1968,1607,2025-01-09T03:00:17.150965,76.95,0.88,7.7,paypal,completed,mobile,2026-07-06T09:25:46.251741
1969,1346,2025-09-21T09:28:57.537645,126.91,18.28,12.69,paypal,completed,in_store,2026-07-06T09:25:46.251776
1970,93,2025-08-05T15:56:06.347007,196.68,31.11,19.67,paypal,completed,online,2026-07-06T09:25:46.251811
1971,1352,2025-11-20T23:41:10.756450,240.88,45.13,24.09,credit_card,completed,phone,2026-07-06T09:25:46.251845
1972,159,2026-06-24T16:32:24.923447,568.17,30.42,56.82,paypal,completed,in_store,2026-07-06T09:25:46.251880
1973,188,2026-02-25T06:08:15.179139,2.56,0.48,0.26,bank_transfer,completed,mobile,2026-07-06T09:25:46.251914
1974,1018,2025-03-01T05:06:05.637304,134.08,12.09,13.41,paypal,completed,online,2026-07-06T09:25:46.251991
1975,281,2025-09-09T19:45:51.283741,97.27,0.01,9.73,credit_card,completed,phone,2026-07-06T09:25:46.252065
1976,146,2026-02-24T19:07:48.249653,561.94,74.92,56.19,bank_transfer,completed,online,2026-07-06T09:25:46.252107
1977,414,2024-09-04T06:21:27.028382,24.32,0.36,2.43,debit_card,completed,phone,2026-07-06T09:25:46.252144
1978,948,2026-02-28T17:55:22.655414,354.57,43.99,35.46,bank_transfer,completed,phone,2026-07-06T09:25:46.252181
1979,1005,2025-01-30T07:40:53.227592,36.43,1.2,3.64,bank_transfer,completed,mobile,2026-07-06T09:25:46.252216
1980,1383,2026-05-23T22:16:33.504895,21.21,2.77,2.12,credit_card,completed,in_store,2026-07-06T09:25:46.252250
1981,1096,2026-05-16T13:11:46.085878,178.34,34.38,17.83,bank_transfer,completed,phone,2026-07-06T09:25:46.252285
1982,1917,2025-01-09T08:05:27.718317,65.18,10.96,6.52,debit_card,refunded,in_store,2026-07-06T09:25:46.252340
1983,1291,2025-01-20T07:02:46.971855,34.04,4.1,3.4,bank_transfer,completed,mobile,2026-07-06T09:25:46.252376
1984,1485,2026-05-02T16:58:02.784718,4.7,0.48,0.47,paypal,completed,online,2026-07-06T09:25:46.252420
1985,1201,2025-09-05T11:26:05.760257,23.45,0.74,2.35,credit_card,completed,online,2026-07-06T09:25:46.252456
1986,775,2025-12-25T00:35:53.760993,223.48,21.74,22.35,paypal,cancelled,phone,2026-07-06T09:25:46.252559
1987,15,2025-05-22T17:21:55.255299,241.07,13.7,24.11,credit_card,completed,phone,2026-07-06T09:25:46.252612
1988,628,2025-03-19T21:30:43.098738,517.1,48.01,51.71,paypal,completed,phone,2026-07-06T09:25:46.252650
1989,918,2025-06-11T11:00:42.215430,102.9,6.13,10.29,bank_transfer,refunded,online,2026-07-06T09:25:46.252686
1990,1824,2024-10-21T02:15:44.664894,81.65,3.29,8.17,paypal,completed,online,2026-07-06T09:25:46.252721
1991,48,2026-04-23T19:40:02.866764,44.55,2.95,4.46,bank_transfer,completed,in_store,2026-07-06T09:25:46.252755
1992,78,2024-08-15T03:15:55.780676,180.11,16.94,18.01,bank_transfer,cancelled,phone,2026-07-06T09:25:46.252790
1993,904,2025-06-28T11:30:53.048518,143.75,27.68,14.38,credit_card,completed,in_store,2026-07-06T09:25:46.252824
1994,457,2026-01-31T17:10:42.207553,22.16,3.08,2.22,paypal,completed,in_store,2026-07-06T09:25:46.252858
1995,368,2025-02-14T21:40:59.834168,135.05,19.42,13.51,paypal,completed,mobile,2026-07-06T09:25:46.252893
1996,1382,2024-10-05T14:59:02.162052,112.94,10.45,11.29,debit_card,completed,mobile,2026-07-06T09:25:46.252926
1997,1258,2024-09-22T15:06:59.868421,656.68,112.07,65.67,paypal,refunded,in_store,2026-07-06T09:25:46.252961
1998,577,2026-03-09T01:21:53.250042,141.91,9.9,14.19,bank_transfer,completed,mobile,2026-07-06T09:25:46.253083
1999,537,2025-05-02T19:35:43.443028,53.19,3.51,5.32,paypal,completed,in_store,2026-07-06T09:25:46.253131
2000,1622,2025-08-25T13:28:26.990435,185.18,29.09,18.52,paypal,completed,phone,2026-07-06T09:25:46.253168
2001,501,2025-09-07T13:24:47.682972,126.38,15.25,12.64,debit_card,completed,in_store,2026-07-06T09:25:46.253257
2002,464,2026-05-24T12:40:39.723924,48.4,4.36,4.84,paypal,completed,in_store,2026-07-06T09:25:46.253309
2003,1714,2026-02-20T00:27:02.329548,2.6,0.39,0.26,debit_card,completed,online,2026-07-06T09:25:46.253421
2004,263,2025-02-28T17:30:51.860657,134.96,13.51,13.5,bank_transfer,completed,mobile,2026-07-06T09:25:46.253469
2005,1092,2026-04-04T14:50:38.217107,667.57,89.32,66.76,paypal,completed,mobile,2026-07-06T09:25:46.253589
2006,1832,2025-02-10T19:53:26.658541,16.41,0.03,1.64,bank_transfer,completed,mobile,2026-07-06T09:25:46.253678
2007,89,2025-02-13T19:51:16.828502,18.35,1.76,1.84,bank_transfer,completed,in_store,2026-07-06T09:25:46.253736
2008,1607,2025-11-24T16:40:19.991410,32.11,4.05,3.21,bank_transfer,completed,phone,2026-07-06T09:25:46.253775
2009,1593,2025-03-28T03:41:18.723368,241.68,6.38,24.17,debit_card,completed,online,2026-07-06T09:25:46.253822
2010,887,2025-02-16T23:15:38.051174,6.58,0.37,0.66,paypal,completed,online,2026-07-06T09:25:46.253869
2011,1161,2024-08-24T17:55:21.798105,24.09,2.94,2.41,credit_card,completed,mobile,2026-07-06T09:25:46.253912
2012,219,2025-02-04T12:16:13.793512,341.3,59.7,34.13,debit_card,completed,mobile,2026-07-06T09:25:46.253954
2013,1759,2025-02-23T08:27:45.013867,198.55,18.33,19.86,bank_transfer,completed,phone,2026-07-06T09:25:46.254059
2014,1287,2025-02-22T12:41:45.262089,31.67,3.69,3.17,bank_transfer,cancelled,phone,2026-07-06T09:25:46.254118
2015,1175,2025-12-01T16:01:45.264946,530.31,8.37,53.03,debit_card,refunded,in_store,2026-07-06T09:25:46.254158
2016,388,2025-07-14T15:21:18.866243,183.53,20.28,18.35,paypal,completed,phone,2026-07-06T09:25:46.254193
2017,457,2025-07-14T01:08:15.418241,73.63,1.25,7.36,paypal,completed,mobile,2026-07-06T09:25:46.254515
2018,1698,2025-11-04T15:53:14.239740,52.78,1.94,5.28,bank_transfer,completed,mobile,2026-07-06T09:25:46.254706
2019,635,2025-04-19T15:38:24.438396,5.11,0.25,0.51,bank_transfer,completed,in_store,2026-07-06T09:25:46.254763
2020,39,2025-04-08T16:43:09.012295,78.28,10.27,7.83,paypal,completed,phone,2026-07-06T09:25:46.254808
2021,1519,2026-03-29T11:29:01.617829,187.87,15.62,18.79,bank_transfer,completed,online,2026-07-06T09:25:46.254850
2022,1945,2026-04-13T05:25:43.657357,4.98,0.79,0.5,paypal,completed,mobile,2026-07-06T09:25:46.254904
2023,1543,2025-09-24T18:44:18.926699,126.28,7.09,12.63,credit_card,completed,online,2026-07-06T09:25:46.255001
2024,898,2026-04-20T17:48:34.061519,156.04,30.34,15.6,paypal,completed,in_store,2026-07-06T09:25:46.255040
2025,426,2025-01-04T12:49:43.181627,31.3,0.23,3.13,paypal,completed,mobile,2026-07-06T09:25:46.255075
2026,751,2026-06-22T15:51:49.767528,115.36,18.26,11.54,credit_card,completed,in_store,2026-07-06T09:25:46.255164
2027,919,2025-06-18T08:56:24.090949,82.26,5.57,8.23,paypal,completed,mobile,2026-07-06T09:25:46.255230
2028,314,2025-08-17T14:20:32.965704,33.28,0.89,3.33,debit_card,completed,online,2026-07-06T09:25:46.255270
2029,221,2024-10-27T07:46:27.937497,21.66,1.74,2.17,debit_card,completed,online,2026-07-06T09:25:46.255306
2030,520,2024-12-26T11:19:11.757652,39.15,1.72,3.92,bank_transfer,completed,online,2026-07-06T09:25:46.255360
2031,1846,2025-09-14T05:51:29.223527,198.67,4.88,19.87,bank_transfer,completed,in_store,2026-07-06T09:25:46.255395
2032,1753,2024-12-16T09:38:06.095772,405.05,0.87,40.51,bank_transfer,completed,phone,2026-07-06T09:25:46.255437
2033,1667,2025-05-21T00:50:12.401823,141.12,9.8,14.11,paypal,completed,online,2026-07-06T09:25:46.255472
2034,432,2025-09-24T00:59:23.043236,28.59,3.67,2.86,credit_card,completed,mobile,2026-07-06T09:25:46.255506
2035,1139,2026-05-29T17:19:25.313756,361.58,53.13,36.16,paypal,completed,mobile,2026-07-06T09:25:46.255540
2036,1468,2025-03-11T10:42:33.810666,40.18,1.74,4.02,debit_card,completed,in_store,2026-07-06T09:25:46.255573
2037,1638,2025-07-25T19:51:59.508834,92.0,17.42,9.2,credit_card,completed,mobile,2026-07-06T09:25:46.255607
2038,272,2025-09-28T08:07:03.251666,474.13,62.77,47.41,paypal,completed,in_store,2026-07-06T09:25:46.255641
2039,1480,2025-06-27T03:36:49.335330,9.04,1.47,0.9,bank_transfer,refunded,in_store,2026-07-06T09:25:46.255675
2040,1495,2025-06-24T06:07:43.497714,162.07,17.71,16.21,credit_card,completed,phone,2026-07-06T09:25:46.255707
2041,658,2026-07-05T23:03:41.396524,154.16,21.3,15.42,paypal,completed,mobile,2026-07-06T09:25:46.255741
2042,737,2026-01-03T14:34:01.972680,389.86,3.9,38.99,debit_card,completed,phone,2026-07-06T09:25:46.255791
2043,1289,2026-07-03T19:51:17.427356,25.1,3.4,2.51,debit_card,completed,online,2026-07-06T09:25:46.255967
2044,83,2025-12-26T20:53:06.642546,29.75,1.88,2.98,paypal,completed,in_store,2026-07-06T09:25:46.256143
2045,1485,2026-07-05T09:32:03.337054,187.04,34.22,18.7,debit_card,refunded,phone,2026-07-06T09:25:46.256226
2046,1175,2025-01-05T12:37:06.348376,42.97,1.61,4.3,credit_card,completed,online,2026-07-06T09:25:46.256283
2047,97,2024-10-24T15:52:34.711159,20.89,0.36,2.09,credit_card,completed,online,2026-07-06T09:25:46.256337
2048,1410,2025-01-09T22:16:15.992274,40.32,2.8,4.03,bank_transfer,completed,online,2026-07-06T09:25:46.256390
2049,1841,2024-11-02T20:01:29.774784,166.12,29.6,16.61,credit_card,completed,online,2026-07-06T09:25:46.256439
2050,1421,2025-02-22T17:18:38.011677,298.12,28.9,29.81,credit_card,completed,mobile,2026-07-06T09:25:46.256488
2051,1204,2026-01-13T22:37:45.324726,136.79,9.64,13.68,paypal,completed,mobile,2026-07-06T09:25:46.256537
2052,1838,2026-02-07T04:57:12.516958,136.76,20.11,13.68,credit_card,completed,mobile,2026-07-06T09:25:46.256590
2053,1937,2025-12-11T08:36:54.637391,28.95,5.24,2.9,bank_transfer,completed,mobile,2026-07-06T09:25:46.256715
2054,335,2026-03-20T03:25:56.182655,37.33,3.39,3.73,credit_card,completed,in_store,2026-07-06T09:25:46.256845
2055,361,2025-11-12T17:45:29.241306,24.32,0.55,2.43,bank_transfer,completed,in_store,2026-07-06T09:25:46.256887
2056,1741,2025-01-22T20:01:53.636647,134.14,17.33,13.41,debit_card,refunded,online,2026-07-06T09:25:46.256924
2057,415,2024-09-15T10:58:03.110699,176.82,28.87,17.68,paypal,completed,phone,2026-07-06T09:25:46.256959
2058,625,2025-02-01T06:29:42.012822,314.59,52.44,31.46,bank_transfer,completed,in_store,2026-07-06T09:25:46.257070
2059,1648,2024-10-14T07:31:13.444462,1.77,0.16,0.18,debit_card,completed,in_store,2026-07-06T09:25:46.257150
2060,1040,2024-12-20T14:49:46.212410,142.73,10.78,14.27,paypal,completed,in_store,2026-07-06T09:25:46.257212
2061,1018,2026-03-29T17:49:18.139377,31.51,4.3,3.15,paypal,completed,mobile,2026-07-06T09:25:46.257251
2062,429,2025-06-03T12:12:12.501378,75.94,9.64,7.59,debit_card,refunded,in_store,2026-07-06T09:25:46.257309
2063,927,2024-10-20T17:41:08.001400,80.19,4.3,8.02,bank_transfer,completed,mobile,2026-07-06T09:25:46.257345
2064,315,2025-05-26T15:30:03.544577,26.16,1.88,2.62,credit_card,completed,phone,2026-07-06T09:25:46.257379
2065,1658,2026-05-04T13:43:41.112744,64.45,1.08,6.45,debit_card,completed,in_store,2026-07-06T09:25:46.257415
2066,310,2025-09-16T14:46:48.990809,127.54,23.66,12.75,paypal,completed,in_store,2026-07-06T09:25:46.257449
2067,1575,2025-03-15T07:42:19.231226,386.67,73.86,38.67,bank_transfer,completed,mobile,2026-07-06T09:25:46.257482
2068,1362,2026-02-27T04:05:40.150622,134.26,8.48,13.43,bank_transfer,completed,mobile,2026-07-06T09:25:46.257677
2069,316,2024-08-10T22:09:32.530779,93.34,13.44,9.33,bank_transfer,completed,in_store,2026-07-06T09:25:46.257822
